Time,Iso_tot,Iso_ice,Iso_do,Tsurf,Tdo,Ice_eas,Ice_nam,Ice_tot,Sealevel_Uncorrected,Sealevel_Corrected
1623.9,0.498,0.235,0.263,-4.8537,-1.1433,16.681,12.192,33.194,-33.194,-31.7352
1624,0.5039,0.2359,0.268,-4.8249,-1.1654,16.699,12.26,33.294,-33.294,-31.8352
1624.1,0.5105,0.2371,0.2734,-4.7689,-1.1887,16.715,12.337,33.4,-33.4,-31.9412
1624.2,0.5171,0.2381,0.279,-4.7398,-1.2131,16.739,12.464,33.574,-33.574,-32.1152
1624.3,0.5242,0.2394,0.2848,-4.6975,-1.2385,16.751,12.564,33.703,-33.703,-32.2442
1624.4,0.5315,0.2406,0.2909,-4.6777,-1.2647,16.78,12.681,33.871,-33.871,-32.4122
1624.5,0.5391,0.242,0.2971,-4.6566,-1.2918,16.795,12.798,34.021,-34.021,-32.5622
1624.6,0.5469,0.2434,0.3035,-4.6393,-1.3197,16.807,12.938,34.196,-34.196,-32.7372
1624.7,0.555,0.2449,0.3101,-4.6272,-1.3483,16.825,13.08,34.381,-34.381,-32.9222
1624.8,0.5632,0.2464,0.3168,-4.6334,-1.3773,16.839,13.221,34.559,-34.559,-33.1002
1624.9,0.5717,0.2482,0.3235,-4.6406,-1.4067,16.854,13.366,34.744,-34.744,-33.2852
1625,0.58,0.2497,0.3303,-4.6803,-1.4363,16.878,13.51,34.936,-34.936,-33.4772
1625.1,0.5884,0.2512,0.3372,-4.742,-1.4661,16.887,13.645,35.102,-35.102,-33.6432
1625.2,0.5966,0.2526,0.344,-4.8323,-1.4957,16.902,13.763,35.256,-35.256,-33.7972
1625.3,0.605,0.2542,0.3508,-4.917,-1.5254,16.906,13.868,35.38,-35.38,-33.9212
1625.4,0.6132,0.2556,0.3576,-5.0354,-1.5548,16.926,13.981,35.533,-35.533,-34.0742
1625.5,0.6212,0.2569,0.3643,-5.1778,-1.5838,16.926,14.083,35.651,-35.651,-34.1922
1625.6,0.6286,0.2579,0.3707,-5.3762,-1.6119,16.948,14.154,35.758,-35.758,-34.2992
1625.7,0.6359,0.2589,0.377,-5.5745,-1.6389,16.935,14.201,35.798,-35.798,-34.3392
1625.8,0.6425,0.2597,0.3828,-5.8219,-1.6645,16.952,14.237,35.858,-35.858,-34.3992
1625.9,0.6489,0.2606,0.3883,-6.0532,-1.6885,16.932,14.271,35.874,-35.874,-34.4152
1626,0.6546,0.2611,0.3935,-6.3015,-1.7107,16.936,14.295,35.906,-35.906,-34.4472
1626.1,0.6599,0.2617,0.3982,-6.531,-1.7313,16.933,14.305,35.913,-35.913,-34.4542
1626.2,0.6646,0.2621,0.4025,-6.7622,-1.75,16.928,14.314,35.919,-35.919,-34.4602
1626.3,0.6687,0.2624,0.4063,-6.9882,-1.7665,16.914,14.312,35.901,-35.901,-34.4422
1626.4,0.6721,0.2625,0.4096,-7.2074,-1.7808,16.895,14.31,35.876,-35.876,-34.4172
1626.5,0.675,0.2626,0.4124,-7.3906,-1.7929,16.872,14.295,35.832,-35.832,-34.3732
1626.6,0.6772,0.2626,0.4146,-7.5734,-1.8026,16.868,14.268,35.797,-35.797,-34.3382
1626.7,0.6786,0.2624,0.4162,-7.7337,-1.8096,16.852,14.246,35.753,-35.753,-34.2942
1626.8,0.6794,0.2622,0.4172,-7.8851,-1.8137,16.833,14.218,35.699,-35.699,-34.2402
1626.9,0.6795,0.2621,0.4174,-8.0084,-1.8147,16.808,14.19,35.638,-35.638,-34.1792
1627,0.6787,0.2618,0.4169,-8.1397,-1.8127,16.797,14.169,35.602,-35.602,-34.1432
1627.1,0.677,0.2613,0.4157,-8.2642,-1.8073,16.773,14.136,35.536,-35.536,-34.0772
1627.2,0.6744,0.2608,0.4136,-8.3904,-1.7985,16.75,14.088,35.454,-35.454,-33.9952
1627.3,0.6709,0.2601,0.4108,-8.508,-1.7862,16.719,14.027,35.348,-35.348,-33.8892
1627.4,0.6666,0.2594,0.4072,-8.6173,-1.7706,16.687,13.971,35.247,-35.247,-33.7882
1627.5,0.6615,0.2586,0.4029,-8.7208,-1.7517,16.653,13.912,35.14,-35.14,-33.6812
1627.6,0.6555,0.2577,0.3978,-8.8266,-1.7294,16.619,13.859,35.04,-35.04,-33.5812
1627.7,0.6489,0.2569,0.392,-8.9062,-1.7043,16.589,13.786,34.922,-34.922,-33.4632
1627.8,0.6413,0.2558,0.3855,-8.9957,-1.6763,16.556,13.717,34.804,-34.804,-33.3452
1627.9,0.6334,0.2549,0.3785,-9.0419,-1.6457,16.518,13.634,34.665,-34.665,-33.2062
1628,0.6245,0.2536,0.3709,-9.118,-1.6127,16.494,13.562,34.554,-34.554,-33.0952
1628.1,0.6149,0.2521,0.3628,-9.2103,-1.5773,16.454,13.46,34.392,-34.392,-32.9332
1628.2,0.6049,0.2507,0.3542,-9.2795,-1.5398,16.412,13.34,34.205,-34.205,-32.7462
1628.3,0.5942,0.2491,0.3451,-9.3723,-1.5003,16.381,13.226,34.038,-34.038,-32.5792
1628.4,0.5832,0.2476,0.3356,-9.4483,-1.4591,16.332,13.103,33.84,-33.84,-32.3812
1628.5,0.5716,0.2458,0.3258,-9.5294,-1.4164,16.299,12.976,33.657,-33.657,-32.1982
1628.6,0.5598,0.2441,0.3157,-9.5822,-1.3727,16.258,12.832,33.444,-33.444,-31.9852
1628.7,0.5475,0.242,0.3055,-9.63,-1.3281,16.226,12.695,33.25,-33.25,-31.7912
1628.8,0.5352,0.2401,0.2951,-9.6565,-1.2829,16.19,12.548,33.038,-33.038,-31.5792
1628.9,0.5227,0.2381,0.2846,-9.6506,-1.2374,16.151,12.405,32.83,-32.83,-31.3712
1629,0.5099,0.2358,0.2741,-9.6442,-1.1919,16.117,12.267,32.632,-32.632,-31.1732
1629.1,0.497,0.2332,0.2638,-9.6138,-1.1468,16.075,12.091,32.381,-32.381,-30.9222
1629.2,0.484,0.2305,0.2535,-9.5597,-1.1022,16.026,11.912,32.119,-32.119,-30.6602
1629.3,0.471,0.2276,0.2434,-9.4766,-1.0583,15.968,11.722,31.834,-31.834,-30.3752
1629.4,0.4584,0.2248,0.2336,-9.3446,-1.0155,15.911,11.524,31.541,-31.541,-30.0822
1629.5,0.4457,0.2218,0.2239,-9.2094,-0.9736,15.866,11.317,31.251,-31.251,-29.7922
1629.6,0.4334,0.2188,0.2146,-9.0233,-0.9331,15.799,11.11,30.935,-30.935,-29.4762
1629.7,0.4217,0.216,0.2057,-8.7878,-0.8943,15.741,10.906,30.634,-30.634,-29.1752
1629.8,0.4107,0.2135,0.1972,-8.4997,-0.8575,15.698,10.721,30.372,-30.372,-28.9132
1629.9,0.4005,0.2112,0.1893,-8.1635,-0.823,15.653,10.552,30.126,-30.126,-28.6672
1630,0.3907,0.2088,0.1819,-7.8279,-0.7907,15.612,10.41,29.916,-29.916,-28.4572
1630.1,0.3819,0.2068,0.1751,-7.4535,-0.7611,15.561,10.267,29.691,-29.691,-28.2322
1630.2,0.3739,0.205,0.1689,-7.0702,-0.7342,15.526,10.144,29.511,-29.511,-28.0522
1630.3,0.3668,0.2035,0.1633,-6.6773,-0.7099,15.494,10.044,29.359,-29.359,-27.9002
1630.4,0.3605,0.2022,0.1583,-6.2773,-0.6884,15.474,9.9555,29.234,-29.234,-27.7752
1630.5,0.355,0.201,0.154,-5.8759,-0.6695,15.455,9.888,29.134,-29.134,-27.6752
1630.6,0.3504,0.2001,0.1503,-5.4899,-0.6533,15.441,9.8335,29.057,-29.057,-27.5982
1630.7,0.3462,0.1991,0.1471,-5.1365,-0.6394,15.431,9.7944,28.999,-28.999,-27.5402
1630.8,0.3428,0.1984,0.1444,-4.7906,-0.6279,15.424,9.7476,28.938,-28.938,-27.4792
1630.9,0.3401,0.1978,0.1423,-4.4604,-0.6186,15.416,9.7137,28.889,-28.889,-27.4302
1631,0.3379,0.1973,0.1406,-4.1626,-0.6112,15.428,9.6855,28.871,-28.871,-27.4122
1631.1,0.3362,0.1969,0.1393,-3.9031,-0.6055,15.42,9.6697,28.843,-28.843,-27.3842
1631.2,0.3351,0.1968,0.1383,-3.6533,-0.6013,15.417,9.668,28.838,-28.838,-27.3792
1631.3,0.3342,0.1965,0.1377,-3.4493,-0.5986,15.42,9.6638,28.836,-28.836,-27.3772
1631.4,0.3338,0.1965,0.1373,-3.2704,-0.597,15.411,9.6739,28.838,-28.838,-27.3792
1631.5,0.3336,0.1965,0.1371,-3.1272,-0.5962,15.421,9.6787,28.855,-28.855,-27.3962
1631.6,0.3336,0.1965,0.1371,-3.0211,-0.5961,15.415,9.6804,28.85,-28.85,-27.3912
1631.7,0.3339,0.1967,0.1372,-2.9324,-0.5965,15.426,9.6901,28.873,-28.873,-27.4142
1631.8,0.3343,0.1969,0.1374,-2.8778,-0.5973,15.438,9.6975,28.896,-28.896,-27.4372
1631.9,0.3349,0.1973,0.1376,-2.8328,-0.5983,15.452,9.7023,28.918,-28.918,-27.4592
1632,0.3355,0.1977,0.1378,-2.8219,-0.5993,15.447,9.7434,28.959,-28.959,-27.5002
1632.1,0.3358,0.1978,0.138,-2.8489,-0.5999,15.464,9.7585,28.996,-28.996,-27.5372
1632.2,0.3362,0.1981,0.1381,-2.8657,-0.6003,15.465,9.7653,29.006,-29.006,-27.5472
1632.3,0.3363,0.1982,0.1381,-2.8948,-0.6005,15.471,9.7839,29.033,-29.033,-27.5742
1632.4,0.3366,0.1985,0.1381,-2.9179,-0.6006,15.465,9.7841,29.027,-29.027,-27.5682
1632.5,0.3368,0.1987,0.1381,-2.9314,-0.6004,15.479,9.7881,29.047,-29.047,-27.5882
1632.6,0.3369,0.1989,0.138,-2.9476,-0.6001,15.481,9.8055,29.07,-29.07,-27.6112
1632.7,0.3371,0.1992,0.1379,-2.9602,-0.5997,15.483,9.8111,29.079,-29.079,-27.6202
1632.8,0.3371,0.1993,0.1378,-2.9775,-0.599,15.486,9.8323,29.107,-29.107,-27.6482
1632.9,0.3371,0.1995,0.1376,-2.9876,-0.5983,15.492,9.835,29.117,-29.117,-27.6582
1633,0.3371,0.1997,0.1374,-2.9954,-0.5974,15.491,9.8549,29.138,-29.138,-27.6792
1633.1,0.337,0.1998,0.1372,-3.0103,-0.5963,15.5,9.8574,29.151,-29.151,-27.6922
1633.2,0.3367,0.1998,0.1369,-3.0378,-0.5951,15.503,9.8572,29.155,-29.155,-27.6962
1633.3,0.3367,0.2001,0.1366,-3.0287,-0.5939,15.492,9.8525,29.136,-29.136,-27.6772
1633.4,0.3364,0.2001,0.1363,-3.0444,-0.5927,15.504,9.8741,29.175,-29.175,-27.7162
1633.5,0.3364,0.2004,0.136,-3.0445,-0.5913,15.488,9.8809,29.165,-29.165,-27.7062
1633.6,0.3361,0.2004,0.1357,-3.0587,-0.5898,15.495,9.8928,29.186,-29.186,-27.7272
1633.7,0.3358,0.2005,0.1353,-3.0617,-0.5884,15.485,9.8965,29.179,-29.179,-27.7202
1633.8,0.3357,0.2007,0.135,-3.0574,-0.5872,15.488,9.8998,29.186,-29.186,-27.7272
1633.9,0.3355,0.2007,0.1348,-3.0614,-0.5861,15.495,9.8966,29.191,-29.191,-27.7322
1634,0.3353,0.2007,0.1346,-3.0572,-0.585,15.503,9.8903,29.192,-29.192,-27.7332
1634.1,0.3354,0.2011,0.1343,-3.0425,-0.5841,15.498,9.8938,29.191,-29.191,-27.7322
1634.2,0.3353,0.2012,0.1341,-3.0356,-0.5832,15.505,9.9132,29.221,-29.221,-27.7622
1634.3,0.3351,0.2012,0.1339,-3.0396,-0.5823,15.503,9.9166,29.223,-29.223,-27.7642
1634.4,0.3351,0.2014,0.1337,-3.0296,-0.5815,15.5,9.9113,29.213,-29.213,-27.7542
1634.5,0.3352,0.2016,0.1336,-3.0125,-0.5808,15.503,9.9224,29.23,-29.23,-27.7712
1634.6,0.3353,0.2018,0.1335,-2.9995,-0.5804,15.519,9.9333,29.261,-29.261,-27.8022
1634.7,0.3354,0.202,0.1334,-2.9942,-0.58,15.508,9.9569,29.275,-29.275,-27.8162
1634.8,0.3354,0.202,0.1334,-2.9929,-0.5798,15.517,9.9536,29.281,-29.281,-27.8222
1634.9,0.3356,0.2022,0.1334,-2.9834,-0.5799,15.503,9.9658,29.279,-29.279,-27.8202
1635,0.3359,0.2025,0.1334,-2.9725,-0.5802,15.503,9.9758,29.291,-29.291,-27.8322
1635.1,0.3364,0.2028,0.1336,-2.9431,-0.5808,15.49,9.997,29.3,-29.3,-27.8412
1635.2,0.3369,0.2031,0.1338,-2.9245,-0.5817,15.501,10.033,29.354,-29.354,-27.8952
1635.3,0.3373,0.2033,0.134,-2.9268,-0.5827,15.513,10.04,29.376,-29.376,-27.9172
1635.4,0.3377,0.2034,0.1343,-2.9289,-0.5838,15.518,10.038,29.379,-29.379,-27.9202
1635.5,0.3385,0.2039,0.1346,-2.9032,-0.5854,15.51,10.036,29.368,-29.368,-27.9092
1635.6,0.3391,0.204,0.1351,-2.904,-0.5873,15.535,10.056,29.42,-29.42,-27.9612
1635.7,0.3399,0.2043,0.1356,-2.8977,-0.5894,15.526,10.072,29.428,-29.428,-27.9692
1635.8,0.3409,0.2047,0.1362,-2.8764,-0.592,15.542,10.078,29.454,-29.454,-27.9952
1635.9,0.3419,0.205,0.1369,-2.8787,-0.595,15.543,10.115,29.497,-29.497,-28.0382
1636,0.3431,0.2055,0.1376,-2.8577,-0.5984,15.554,10.118,29.513,-29.513,-28.0542
1636.1,0.3443,0.2058,0.1385,-2.8546,-0.6021,15.578,10.138,29.564,-29.564,-28.1052
1636.2,0.3456,0.2063,0.1393,-2.8583,-0.6059,15.584,10.152,29.586,-29.586,-28.1272
1636.3,0.347,0.2067,0.1403,-2.8499,-0.61,15.592,10.172,29.619,-29.619,-28.1602
1636.4,0.3484,0.2071,0.1413,-2.8512,-0.6144,15.617,10.191,29.67,-29.67,-28.2112
1636.5,0.3502,0.2078,0.1424,-2.8433,-0.6192,15.637,10.2,29.703,-29.703,-28.2442
1636.6,0.352,0.2084,0.1436,-2.836,-0.6244,15.675,10.233,29.784,-29.784,-28.3252
1636.7,0.3537,0.2088,0.1449,-2.8468,-0.6299,15.693,10.269,29.846,-29.846,-28.3872
1636.8,0.3553,0.2091,0.1462,-2.8731,-0.6358,15.702,10.285,29.875,-29.875,-28.4162
1636.9,0.3572,0.2095,0.1477,-2.8988,-0.6421,15.705,10.288,29.882,-29.882,-28.4232
1637,0.3594,0.2102,0.1492,-2.8998,-0.6487,15.712,10.308,29.914,-29.914,-28.4552
1637.1,0.3617,0.2109,0.1508,-2.9007,-0.6557,15.733,10.343,29.978,-29.978,-28.5192
1637.2,0.3641,0.2116,0.1525,-2.9043,-0.6629,15.754,10.388,30.054,-30.054,-28.5952
1637.3,0.3665,0.2123,0.1542,-2.9101,-0.6705,15.783,10.426,30.132,-30.132,-28.6732
1637.4,0.3693,0.2132,0.1561,-2.8965,-0.6785,15.806,10.474,30.213,-30.213,-28.7542
1637.5,0.3718,0.2138,0.158,-2.9165,-0.6868,15.85,10.522,30.317,-30.317,-28.8582
1637.6,0.3745,0.2146,0.1599,-2.9374,-0.6953,15.871,10.552,30.376,-30.376,-28.9172
1637.7,0.3775,0.2155,0.162,-2.9386,-0.7043,15.904,10.577,30.443,-30.443,-28.9842
1637.8,0.3804,0.2162,0.1642,-2.9568,-0.7138,15.942,10.632,30.55,-30.55,-29.0912
1637.9,0.3833,0.2169,0.1664,-2.9945,-0.7237,15.964,10.666,30.614,-30.614,-29.1552
1638,0.3864,0.2177,0.1687,-3.0203,-0.7337,15.979,10.686,30.655,-30.655,-29.1962
1638.1,0.3898,0.2187,0.1711,-3.0301,-0.744,15.99,10.746,30.736,-30.736,-29.2772
1638.2,0.393,0.2195,0.1735,-3.0625,-0.7544,16.03,10.795,30.839,-30.839,-29.3802
1638.3,0.3967,0.2207,0.176,-3.0727,-0.7652,16.055,10.842,30.922,-30.922,-29.4632
1638.4,0.4003,0.2218,0.1785,-3.0993,-0.7761,16.099,10.916,31.058,-31.058,-29.5992
1638.5,0.4038,0.2227,0.1811,-3.1462,-0.7873,16.136,10.967,31.159,-31.159,-29.7002
1638.6,0.4076,0.2239,0.1837,-3.181,-0.7986,16.156,11.04,31.266,-31.266,-29.8072
1638.7,0.4114,0.2251,0.1863,-3.217,-0.8102,16.198,11.101,31.385,-31.385,-29.9262
1638.8,0.4152,0.2261,0.1891,-3.2699,-0.8221,16.225,11.18,31.506,-31.506,-30.0472
1638.9,0.4191,0.2272,0.1919,-3.329,-0.8341,16.257,11.248,31.622,-31.622,-30.1632
1639,0.4234,0.2287,0.1947,-3.3647,-0.8465,16.289,11.316,31.737,-31.737,-30.2782
1639.1,0.4277,0.2301,0.1976,-3.4038,-0.8592,16.342,11.402,31.896,-31.896,-30.4372
1639.2,0.4324,0.2318,0.2006,-3.4291,-0.8722,16.401,11.478,32.051,-32.051,-30.5922
1639.3,0.437,0.2334,0.2036,-3.4713,-0.8854,16.457,11.604,32.261,-32.261,-30.8022
1639.4,0.4417,0.2349,0.2068,-3.5159,-0.899,16.491,11.714,32.426,-32.426,-30.9672
1639.5,0.4465,0.2366,0.2099,-3.5647,-0.9128,16.548,11.813,32.605,-32.605,-31.1462
1639.6,0.4514,0.2382,0.2132,-3.6075,-0.9269,16.581,11.933,32.781,-32.781,-31.3222
1639.7,0.4562,0.2397,0.2165,-3.6759,-0.9411,16.634,12.042,32.968,-32.968,-31.5092
1639.8,0.461,0.2412,0.2198,-3.7565,-0.9555,16.67,12.144,33.126,-33.126,-31.6672
1639.9,0.4657,0.2426,0.2231,-3.8402,-0.9702,16.707,12.244,33.285,-33.285,-31.8262
1640,0.471,0.2444,0.2266,-3.8987,-0.9852,16.736,12.342,33.43,-33.43,-31.9712
1640.1,0.4766,0.2465,0.2301,-3.9426,-1.0006,16.795,12.464,33.639,-33.639,-32.1802
1640.2,0.4824,0.2486,0.2338,-3.985,-1.0164,16.87,12.604,33.886,-33.886,-32.4272
1640.3,0.488,0.2505,0.2375,-4.047,-1.0326,16.943,12.746,34.132,-34.132,-32.6732
1640.4,0.4939,0.2527,0.2412,-4.0974,-1.0489,17.006,12.871,34.348,-34.348,-32.8892
1640.5,0.4997,0.2547,0.245,-4.1574,-1.0654,17.085,13.012,34.602,-34.602,-33.1432
1640.6,0.5057,0.2568,0.2489,-4.2182,-1.0821,17.159,13.146,34.841,-34.841,-33.3822
1640.7,0.5117,0.2589,0.2528,-4.2961,-1.099,17.235,13.282,35.084,-35.084,-33.6252
1640.8,0.5176,0.2609,0.2567,-4.3774,-1.116,17.3,13.422,35.321,-35.321,-33.8622
1640.9,0.5236,0.263,0.2606,-4.4759,-1.1331,17.348,13.574,35.551,-35.551,-34.0922
1641,0.5302,0.2656,0.2646,-4.521,-1.1505,17.416,13.709,35.783,-35.783,-34.3242
1641.1,0.537,0.2684,0.2686,-4.5777,-1.1679,17.494,13.905,36.099,-36.099,-34.6402
1641.2,0.5439,0.2712,0.2727,-4.6223,-1.1855,17.583,14.112,36.44,-36.44,-34.9812
1641.3,0.5508,0.2741,0.2767,-4.6844,-1.2032,17.686,14.312,36.788,-36.788,-35.3292
1641.4,0.5579,0.2771,0.2808,-4.7458,-1.2211,17.791,14.522,37.149,-37.149,-35.6902
1641.5,0.565,0.28,0.285,-4.8143,-1.239,17.895,14.731,37.511,-37.511,-36.0522
1641.6,0.5722,0.2831,0.2891,-4.8769,-1.2569,17.997,14.944,37.873,-37.873,-36.4142
1641.7,0.5794,0.2862,0.2932,-4.957,-1.2747,18.093,15.184,38.26,-38.26,-36.8012
1641.8,0.5864,0.2892,0.2972,-5.0559,-1.2922,18.2,15.401,38.632,-38.632,-37.1732
1641.9,0.5938,0.2925,0.3013,-5.1406,-1.3098,18.294,15.618,38.989,-38.989,-37.5302
1642,0.6012,0.2959,0.3053,-5.2243,-1.3272,18.419,15.847,39.396,-39.396,-37.9372
1642.1,0.6089,0.2996,0.3093,-5.3058,-1.3446,18.568,16.07,39.824,-39.824,-38.3652
1642.2,0.6166,0.3033,0.3133,-5.3802,-1.3621,18.705,16.337,40.288,-40.288,-38.8292
1642.3,0.6245,0.3072,0.3173,-5.4507,-1.3798,18.832,16.622,40.763,-40.763,-39.3042
1642.4,0.6322,0.3108,0.3214,-5.5503,-1.3973,18.993,16.881,41.245,-41.245,-39.7862
1642.5,0.64,0.3146,0.3254,-5.6313,-1.4148,19.12,17.145,41.695,-41.695,-40.2362
1642.6,0.6477,0.3183,0.3294,-5.7327,-1.4324,19.263,17.415,42.17,-42.17,-40.7112
1642.7,0.6558,0.3223,0.3335,-5.8064,-1.4501,19.384,17.681,42.615,-42.615,-41.1562
1642.8,0.6634,0.3258,0.3376,-5.9179,-1.4676,19.539,17.968,43.123,-43.123,-41.6642
1642.9,0.6709,0.3293,0.3416,-6.0381,-1.485,19.648,18.236,43.556,-43.556,-42.0972
1643,0.6786,0.3331,0.3455,-6.1469,-1.5024,19.774,18.479,43.981,-43.981,-42.5222
1643.1,0.6861,0.3366,0.3495,-6.2619,-1.5196,19.893,18.751,44.432,-44.432,-42.9732
1643.2,0.6939,0.3404,0.3535,-6.3546,-1.537,19.99,19.023,44.855,-44.855,-43.3962
1643.3,0.7013,0.3438,0.3575,-6.4723,-1.5542,20.121,19.295,45.318,-45.318,-43.8592
1643.4,0.7093,0.3479,0.3614,-6.5422,-1.5714,20.224,19.566,45.749,-45.749,-44.2902
1643.5,0.717,0.3517,0.3653,-6.6308,-1.5885,20.358,19.869,46.251,-46.251,-44.7922
1643.6,0.7246,0.3554,0.3692,-6.7242,-1.6053,20.462,20.163,46.709,-46.709,-45.2502
1643.7,0.7319,0.3589,0.373,-6.8362,-1.6218,20.562,20.471,47.178,-47.178,-45.7192
1643.8,0.7394,0.3626,0.3768,-6.9277,-1.6381,20.659,20.749,47.61,-47.61,-46.1512
1643.9,0.7467,0.3663,0.3804,-7.0344,-1.6541,20.76,21.05,48.071,-48.071,-46.6122
1644,0.754,0.3699,0.3841,-7.1272,-1.6699,20.856,21.341,48.517,-48.517,-47.0582
1644.1,0.7617,0.374,0.3877,-7.1874,-1.6855,20.972,21.623,48.974,-48.974,-47.5152
1644.2,0.7691,0.3779,0.3912,-7.272,-1.7009,21.108,21.938,49.493,-49.493,-48.0342
1644.3,0.7765,0.3818,0.3947,-7.3406,-1.7161,21.209,22.252,49.97,-49.97,-48.5112
1644.4,0.7838,0.3857,0.3981,-7.4221,-1.7309,21.341,22.551,50.466,-50.466,-49.0072
1644.5,0.7908,0.3894,0.4014,-7.5011,-1.7453,21.454,22.851,50.942,-50.942,-49.4832
1644.6,0.7981,0.3934,0.4047,-7.5614,-1.7594,21.578,23.142,51.418,-51.418,-49.9592
1644.7,0.8052,0.3974,0.4078,-7.6228,-1.7729,21.701,23.465,51.931,-51.931,-50.4722
1644.8,0.8121,0.4013,0.4108,-7.6933,-1.786,21.828,23.777,52.436,-52.436,-50.9772
1644.9,0.8188,0.4052,0.4136,-7.7771,-1.7983,21.948,24.083,52.925,-52.925,-51.4662
1645,0.8256,0.4092,0.4164,-7.8272,-1.8105,22.081,24.374,53.413,-53.413,-51.9542
1645.1,0.8318,0.4127,0.4191,-7.922,-1.8221,22.219,24.673,53.915,-53.915,-52.4562
1645.2,0.838,0.4164,0.4216,-8.0056,-1.8332,22.33,24.935,54.345,-54.345,-52.8862
1645.3,0.8439,0.4198,0.4241,-8.0968,-1.8437,22.453,25.191,54.781,-54.781,-53.3222
1645.4,0.8498,0.4234,0.4264,-8.1785,-1.8538,22.556,25.456,55.204,-55.204,-53.7452
1645.5,0.8553,0.4267,0.4286,-8.2616,-1.8633,22.686,25.712,55.648,-55.648,-54.1892
1645.6,0.8605,0.4299,0.4306,-8.3653,-1.8721,22.806,25.942,56.05,-56.05,-54.5912
1645.7,0.8655,0.433,0.4325,-8.459,-1.8803,22.912,26.166,56.43,-56.43,-54.9712
1645.8,0.8703,0.4361,0.4342,-8.5523,-1.8877,23.025,26.379,56.806,-56.806,-55.3472
1645.9,0.8749,0.4392,0.4357,-8.6495,-1.8943,23.13,26.601,57.181,-57.181,-55.7222
1646,0.8791,0.442,0.4371,-8.7493,-1.9002,23.243,26.811,57.552,-57.552,-56.0932
1646.1,0.8832,0.4449,0.4383,-8.8523,-1.9057,23.342,27.007,57.892,-57.892,-56.4332
1646.2,0.8868,0.4473,0.4395,-8.9576,-1.9107,23.429,27.214,58.229,-58.229,-56.7702
1646.3,0.8905,0.45,0.4405,-9.0462,-1.9151,23.493,27.411,58.53,-58.53,-57.0712
1646.4,0.8939,0.4525,0.4414,-9.1284,-1.9192,23.571,27.625,58.866,-58.866,-57.4072
1646.5,0.8973,0.4551,0.4422,-9.1921,-1.9228,23.632,27.827,59.168,-59.168,-57.7092
1646.6,0.9007,0.4577,0.443,-9.2425,-1.9261,23.682,28.057,59.49,-59.49,-58.0312
1646.7,0.9035,0.4598,0.4437,-9.3124,-1.929,23.755,28.268,59.816,-59.816,-58.3572
1646.8,0.9062,0.462,0.4442,-9.3794,-1.9313,23.795,28.456,60.079,-60.079,-58.6202
1646.9,0.9089,0.4643,0.4446,-9.427,-1.9332,23.838,28.637,60.336,-60.336,-58.8772
1647,0.911,0.466,0.445,-9.4962,-1.9348,23.898,28.821,60.617,-60.617,-59.1582
1647.1,0.9134,0.4681,0.4453,-9.5374,-1.9362,23.936,28.967,60.829,-60.829,-59.3702
1647.2,0.9156,0.47,0.4456,-9.5833,-1.9375,23.986,29.137,61.082,-61.082,-59.6232
1647.3,0.9178,0.4719,0.4459,-9.6141,-1.9385,24.042,29.29,61.322,-61.322,-59.8632
1647.4,0.9199,0.4738,0.4461,-9.6419,-1.9394,24.087,29.459,61.568,-61.568,-60.1092
1647.5,0.922,0.4757,0.4463,-9.6557,-1.9403,24.133,29.636,61.825,-61.825,-60.3662
1647.6,0.9239,0.4775,0.4464,-9.6768,-1.941,24.188,29.796,62.072,-62.072,-60.6132
1647.7,0.9263,0.4796,0.4467,-9.6529,-1.942,24.247,29.947,62.313,-62.313,-60.8542
1647.8,0.9283,0.4814,0.4469,-9.6561,-1.9428,24.326,30.121,62.604,-62.604,-61.1452
1647.9,0.9306,0.4836,0.447,-9.6268,-1.9437,24.379,30.284,62.852,-62.852,-61.3932
1648,0.9321,0.4849,0.4472,-9.6527,-1.9444,24.463,30.441,63.13,-63.13,-61.6712
1648.1,0.9338,0.4864,0.4474,-9.6575,-1.9452,24.514,30.545,63.309,-63.309,-61.8502
1648.2,0.9354,0.4878,0.4476,-9.6716,-1.9461,24.58,30.647,63.501,-63.501,-62.0422
1648.3,0.9369,0.4891,0.4478,-9.685,-1.9469,24.628,30.752,63.677,-63.677,-62.2182
1648.4,0.9386,0.4906,0.448,-9.6854,-1.9479,24.669,30.858,63.846,-63.846,-62.3872
1648.5,0.9402,0.4919,0.4483,-9.6867,-1.9489,24.709,30.976,64.028,-64.028,-62.5692
1648.6,0.9417,0.4932,0.4485,-9.6924,-1.9499,24.767,31.077,64.211,-64.211,-62.7522
1648.7,0.9435,0.4947,0.4488,-9.6759,-1.9511,24.819,31.173,64.381,-64.381,-62.9222
1648.8,0.9452,0.4961,0.4491,-9.6666,-1.9525,24.877,31.282,64.573,-64.573,-63.1142
1648.9,0.9471,0.4977,0.4494,-9.6354,-1.954,24.923,31.395,64.755,-64.755,-63.2962
1649,0.9486,0.4988,0.4498,-9.6457,-1.9558,24.973,31.514,64.95,-64.95,-63.4912
1649.1,0.9497,0.4995,0.4502,-9.6778,-1.9575,25.004,31.588,65.071,-65.071,-63.6122
1649.2,0.9509,0.5003,0.4506,-9.701,-1.9592,25.028,31.634,65.151,-65.151,-63.6922
1649.3,0.9523,0.5012,0.4511,-9.7141,-1.9611,25.051,31.687,65.238,-65.238,-63.7792
