Time,Iso_tot,Iso_ice,Iso_do,Tsurf,Tdo,Ice_eas,Ice_nam,Ice_tot,Sealevel_Uncorrected,Sealevel_Corrected
595.3,0.6469,0.2893,0.3576,-7.9445,-1.5546,18.41,15.556,39.049,-39.049,-37.5902
595.4,0.6467,0.2889,0.3578,-7.8173,-1.5555,18.401,15.494,38.968,-38.968,-37.5092
595.5,0.6467,0.2885,0.3582,-7.7602,-1.5576,18.396,15.459,38.922,-38.922,-37.4632
595.6,0.647,0.288,0.359,-7.7385,-1.5608,18.388,15.4,38.845,-38.845,-37.3862
595.7,0.6475,0.2875,0.36,-7.7522,-1.565,18.375,15.35,38.772,-38.772,-37.3132
595.8,0.6483,0.2871,0.3612,-7.7976,-1.5703,18.358,15.291,38.685,-38.685,-37.2262
595.9,0.6489,0.2863,0.3626,-7.9038,-1.5766,18.345,15.232,38.602,-38.602,-37.1432
596,0.6506,0.2862,0.3644,-7.9422,-1.5844,18.31,15.153,38.472,-38.472,-37.0132
596.1,0.6526,0.286,0.3666,-7.9693,-1.5938,18.304,15.136,38.445,-38.445,-36.9862
596.2,0.655,0.2858,0.3692,-7.9798,-1.605,18.305,15.114,38.42,-38.42,-36.9612
596.3,0.6578,0.2857,0.3721,-7.9675,-1.6179,18.294,15.101,38.392,-38.392,-36.9332
596.4,0.661,0.2855,0.3755,-7.9465,-1.6326,18.28,15.092,38.367,-38.367,-36.9082
596.5,0.6644,0.2852,0.3792,-7.9096,-1.6488,18.273,15.079,38.343,-38.343,-36.8842
596.6,0.6681,0.2849,0.3832,-7.8786,-1.6663,18.26,15.062,38.31,-38.31,-36.8512
596.7,0.6723,0.2847,0.3876,-7.8241,-1.685,18.24,15.041,38.262,-38.262,-36.8032
596.8,0.6763,0.2842,0.3921,-7.8047,-1.7046,18.238,15.006,38.22,-38.22,-36.7612
596.9,0.6806,0.2839,0.3967,-7.7769,-1.7249,18.218,14.96,38.143,-38.143,-36.6842
597,0.6857,0.2841,0.4016,-7.721,-1.7459,18.203,14.917,38.078,-38.078,-36.6192
597.1,0.6909,0.2844,0.4065,-7.6753,-1.7676,18.204,14.93,38.092,-38.092,-36.6332
597.2,0.6964,0.2847,0.4117,-7.639,-1.7898,18.203,14.945,38.109,-38.109,-36.6502
597.3,0.702,0.2851,0.4169,-7.6113,-1.8125,18.208,14.973,38.148,-38.148,-36.6892
597.4,0.7078,0.2856,0.4222,-7.5853,-1.8357,18.21,14.989,38.167,-38.167,-36.7082
597.5,0.7138,0.2862,0.4276,-7.5721,-1.8592,18.206,15.026,38.206,-38.206,-36.7472
597.6,0.7198,0.2867,0.4331,-7.567,-1.8831,18.226,15.048,38.254,-38.254,-36.7952
597.7,0.7257,0.2871,0.4386,-7.5931,-1.907,18.231,15.068,38.282,-38.282,-36.8232
597.8,0.7316,0.2875,0.4441,-7.6196,-1.931,18.227,15.082,38.294,-38.294,-36.8352
597.9,0.7373,0.2877,0.4496,-7.6792,-1.9549,18.219,15.096,38.3,-38.3,-36.8412
598,0.7432,0.2881,0.4551,-7.713,-1.9788,18.222,15.068,38.272,-38.272,-36.8132
598.1,0.7493,0.2887,0.4606,-7.7549,-2.0026,18.222,15.07,38.275,-38.275,-36.8162
598.2,0.7551,0.289,0.4661,-7.818,-2.0263,18.225,15.09,38.301,-38.301,-36.8422
598.3,0.7612,0.2897,0.4715,-7.873,-2.0498,18.213,15.102,38.301,-38.301,-36.8422
598.4,0.7672,0.2904,0.4768,-7.9534,-2.0729,18.217,15.122,38.329,-38.329,-36.8702
598.5,0.7729,0.291,0.4819,-8.0731,-2.0952,18.218,15.134,38.343,-38.343,-36.8842
598.6,0.7783,0.2915,0.4868,-8.2176,-2.1165,18.21,15.143,38.344,-38.344,-36.8852
598.7,0.7835,0.2921,0.4914,-8.3851,-2.1363,18.209,15.139,38.339,-38.339,-36.8802
598.8,0.7882,0.2927,0.4955,-8.5961,-2.1545,18.208,15.14,38.339,-38.339,-36.8802
598.9,0.7925,0.2932,0.4993,-8.8438,-2.1707,18.205,15.129,38.323,-38.323,-36.8642
599,0.7961,0.2936,0.5025,-9.1134,-2.1847,18.199,15.117,38.302,-38.302,-36.8432
599.1,0.7991,0.2939,0.5052,-9.3829,-2.1964,18.19,15.101,38.273,-38.273,-36.8142
599.2,0.8014,0.294,0.5074,-9.6575,-2.2059,18.188,15.081,38.249,-38.249,-36.7902
599.3,0.8033,0.2943,0.509,-9.9054,-2.2133,18.171,15.063,38.207,-38.207,-36.7482
599.4,0.8044,0.2941,0.5103,-10.146,-2.2186,18.166,15.036,38.171,-38.171,-36.7122
599.5,0.8051,0.294,0.5111,-10.336,-2.2222,18.148,14.998,38.106,-38.106,-36.6472
599.6,0.8053,0.2938,0.5115,-10.502,-2.224,18.132,14.969,38.055,-38.055,-36.5962
599.7,0.805,0.2934,0.5116,-10.64,-2.2244,18.12,14.934,38.001,-38.001,-36.5422
599.8,0.8044,0.293,0.5114,-10.739,-2.2234,18.105,14.895,37.939,-37.939,-36.4802
599.9,0.8034,0.2925,0.5109,-10.819,-2.2212,18.101,14.852,37.884,-37.884,-36.4252
600,0.8021,0.292,0.5101,-10.872,-2.2179,18.081,14.818,37.823,-37.823,-36.3642
600.1,0.8004,0.2913,0.5091,-10.932,-2.2133,18.066,14.776,37.756,-37.756,-36.2972
600.2,0.7985,0.2908,0.5077,-10.972,-2.2076,18.049,14.72,37.673,-37.673,-36.2142
600.3,0.7962,0.2901,0.5061,-11.016,-2.2005,18.026,14.682,37.603,-37.603,-36.1442
600.4,0.7936,0.2894,0.5042,-11.058,-2.1921,18.011,14.629,37.525,-37.525,-36.0662
600.5,0.7907,0.2888,0.5019,-11.1,-2.1821,17.993,14.579,37.446,-37.446,-35.9872
600.6,0.7873,0.2881,0.4992,-11.147,-2.1706,17.977,14.528,37.369,-37.369,-35.9102
600.7,0.7835,0.2873,0.4962,-11.18,-2.1575,17.954,14.472,37.278,-37.278,-35.8192
600.8,0.7793,0.2865,0.4928,-11.227,-2.1428,17.938,14.418,37.198,-37.198,-35.7392
600.9,0.7747,0.2857,0.489,-11.256,-2.1263,17.917,14.352,37.099,-37.099,-35.6402
601,0.7696,0.2847,0.4849,-11.302,-2.1082,17.896,14.303,37.017,-37.017,-35.5582
601.1,0.764,0.2836,0.4804,-11.334,-2.0885,17.874,14.229,36.907,-36.907,-35.4482
601.2,0.758,0.2825,0.4755,-11.367,-2.0674,17.837,14.158,36.784,-36.784,-35.3252
601.3,0.7515,0.2812,0.4703,-11.396,-2.0447,17.813,14.08,36.667,-36.667,-35.2082
601.4,0.7446,0.2799,0.4647,-11.422,-2.0203,17.775,14.002,36.532,-36.532,-35.0732
601.5,0.7376,0.2788,0.4588,-11.413,-1.9948,17.737,13.918,36.391,-36.391,-34.9322
601.6,0.7301,0.2774,0.4527,-11.408,-1.9681,17.706,13.849,36.276,-36.276,-34.8172
601.7,0.7225,0.2762,0.4463,-11.368,-1.9404,17.664,13.775,36.143,-36.143,-34.6842
601.8,0.7146,0.2749,0.4397,-11.325,-1.9119,17.64,13.709,36.04,-36.04,-34.5812
601.9,0.7066,0.2736,0.433,-11.268,-1.8828,17.608,13.632,35.914,-35.914,-34.4552
602,0.6983,0.272,0.4263,-11.208,-1.8533,17.57,13.556,35.784,-35.784,-34.3252
602.1,0.6901,0.2706,0.4195,-11.146,-1.8237,17.532,13.467,35.637,-35.637,-34.1782
602.2,0.6818,0.2692,0.4126,-11.079,-1.7941,17.493,13.382,35.495,-35.495,-34.0362
602.3,0.6735,0.2676,0.4059,-11.011,-1.7646,17.457,13.302,35.361,-35.361,-33.9022
602.4,0.6652,0.2661,0.3991,-10.949,-1.7354,17.419,13.215,35.218,-35.218,-33.7592
602.5,0.6571,0.2645,0.3926,-10.872,-1.7069,17.374,13.128,35.067,-35.067,-33.6082
602.6,0.6494,0.2632,0.3862,-10.777,-1.6791,17.342,13.041,34.93,-34.93,-33.4712
602.7,0.6417,0.2617,0.38,-10.695,-1.6522,17.311,12.973,34.815,-34.815,-33.3562
602.8,0.6343,0.2602,0.3741,-10.597,-1.6264,17.274,12.89,34.678,-34.678,-33.2192
602.9,0.6273,0.2589,0.3684,-10.483,-1.6019,17.25,12.809,34.557,-34.557,-33.0982
603,0.6203,0.2572,0.3631,-10.373,-1.5789,17.214,12.75,34.448,-34.448,-32.9892
603.1,0.6138,0.2556,0.3582,-10.247,-1.5574,17.172,12.657,34.292,-34.292,-32.8332
603.2,0.6077,0.2541,0.3536,-10.111,-1.5374,17.122,12.574,34.139,-34.139,-32.6802
603.3,0.602,0.2526,0.3494,-9.9552,-1.5192,17.066,12.514,34.005,-34.005,-32.5462
603.4,0.5968,0.2512,0.3456,-9.7953,-1.5027,17.017,12.453,33.879,-33.879,-32.4202
603.5,0.5922,0.25,0.3422,-9.6058,-1.488,16.961,12.399,33.753,-33.753,-32.2942
603.6,0.588,0.2488,0.3392,-9.4152,-1.475,16.912,12.355,33.645,-33.645,-32.1862
603.7,0.5842,0.2476,0.3366,-9.2155,-1.4637,16.869,12.316,33.551,-33.551,-32.0922
603.8,0.5808,0.2464,0.3344,-9.0235,-1.4539,16.814,12.283,33.45,-33.45,-31.9912
603.9,0.5782,0.2456,0.3326,-8.7841,-1.4459,16.766,12.252,33.359,-33.359,-31.9002
604,0.5756,0.2445,0.3311,-8.5822,-1.4394,16.742,12.25,33.329,-33.329,-31.8702
604.1,0.5734,0.2435,0.3299,-8.3876,-1.4344,16.703,12.205,33.232,-33.232,-31.7732
604.2,0.5716,0.2425,0.3291,-8.1922,-1.4307,16.672,12.156,33.14,-33.14,-31.6812
604.3,0.5702,0.2417,0.3285,-7.9901,-1.4284,16.632,12.127,33.062,-33.062,-31.6032
604.4,0.5694,0.2411,0.3283,-7.7769,-1.4274,16.613,12.093,33,-33,-31.5412
604.5,0.5688,0.2405,0.3283,-7.583,-1.4274,16.61,12.067,32.967,-32.967,-31.5082
604.6,0.5685,0.24,0.3285,-7.4002,-1.4282,16.595,12.044,32.923,-32.923,-31.4642
604.7,0.5687,0.2398,0.3289,-7.2108,-1.43,16.587,12.034,32.903,-32.903,-31.4442
604.8,0.5689,0.2394,0.3295,-7.05,-1.4324,16.587,12.033,32.901,-32.901,-31.4422
604.9,0.5695,0.2394,0.3301,-6.8993,-1.4353,16.582,12.024,32.885,-32.885,-31.4262
605,0.5698,0.2389,0.3309,-6.7958,-1.4385,16.583,12.031,32.896,-32.896,-31.4372
605.1,0.5704,0.2388,0.3316,-6.7041,-1.4419,16.563,12.012,32.851,-32.851,-31.3922
605.2,0.571,0.2386,0.3324,-6.6261,-1.4454,16.549,12,32.82,-32.82,-31.3612
605.3,0.5714,0.2382,0.3332,-6.5941,-1.4487,16.537,11.989,32.793,-32.793,-31.3342
605.4,0.572,0.2381,0.3339,-6.5736,-1.4518,16.522,11.967,32.751,-32.751,-31.2922
605.5,0.5724,0.2379,0.3345,-6.5855,-1.4544,16.512,11.951,32.721,-32.721,-31.2622
605.6,0.5728,0.2378,0.335,-6.6108,-1.4566,16.496,11.929,32.678,-32.678,-31.2192
605.7,0.573,0.2376,0.3354,-6.6622,-1.4581,16.488,11.903,32.639,-32.639,-31.1802
605.8,0.5732,0.2376,0.3356,-6.7262,-1.4589,16.481,11.887,32.612,-32.612,-31.1532
605.9,0.5731,0.2376,0.3355,-6.8068,-1.4588,16.473,11.872,32.584,-32.584,-31.1252
606,0.5724,0.2372,0.3352,-6.9203,-1.4575,16.457,11.862,32.556,-32.556,-31.0972
606.1,0.5716,0.2369,0.3347,-7.0215,-1.455,16.433,11.819,32.478,-32.478,-31.0192
606.2,0.5704,0.2366,0.3338,-7.1191,-1.4513,16.415,11.792,32.427,-32.427,-30.9682
606.3,0.5685,0.2359,0.3326,-7.2246,-1.4463,16.402,11.75,32.363,-32.363,-30.9042
606.4,0.5664,0.2353,0.3311,-7.3204,-1.4397,16.369,11.698,32.266,-32.266,-30.8072
606.5,0.5638,0.2345,0.3293,-7.3997,-1.4318,16.344,11.644,32.174,-32.174,-30.7152
606.6,0.561,0.2339,0.3271,-7.4575,-1.4223,16.319,11.581,32.074,-32.074,-30.6152
606.7,0.5576,0.233,0.3246,-7.5226,-1.4112,16.296,11.53,31.988,-31.988,-30.5292
606.8,0.5538,0.2322,0.3216,-7.5618,-1.3984,16.268,11.457,31.872,-31.872,-30.4132
606.9,0.5498,0.2314,0.3184,-7.5838,-1.3842,16.245,11.391,31.77,-31.77,-30.3112
607,0.545,0.2303,0.3147,-7.6099,-1.3684,16.23,11.325,31.676,-31.676,-30.2172
607.1,0.5398,0.2291,0.3107,-7.6314,-1.3508,16.196,11.236,31.536,-31.536,-30.0772
607.2,0.5341,0.2278,0.3063,-7.6428,-1.3317,16.162,11.147,31.394,-31.394,-29.9352
607.3,0.5282,0.2266,0.3016,-7.6345,-1.3112,16.122,11.052,31.239,-31.239,-29.7802
607.4,0.5217,0.2252,0.2965,-7.6246,-1.2892,16.086,10.964,31.096,-31.096,-29.6372
607.5,0.5151,0.2239,0.2912,-7.5826,-1.2661,16.042,10.859,30.925,-30.925,-29.4662
607.6,0.5083,0.2227,0.2856,-7.5303,-1.2418,16.009,10.776,30.791,-30.791,-29.3322
607.7,0.501,0.2212,0.2798,-7.4815,-1.2166,15.967,10.696,30.651,-30.651,-29.1922
607.8,0.4936,0.2198,0.2738,-7.4091,-1.1905,15.925,10.589,30.48,-30.48,-29.0212
607.9,0.4859,0.2183,0.2676,-7.3322,-1.1636,15.896,10.485,30.326,-30.326,-28.8672
608,0.4779,0.2167,0.2612,-7.277,-1.1358,15.86,10.378,30.162,-30.162,-28.7032
608.1,0.4698,0.2151,0.2547,-7.2116,-1.1074,15.817,10.249,29.964,-29.964,-28.5052
608.2,0.4616,0.2136,0.248,-7.1457,-1.0784,15.771,10.142,29.788,-29.788,-28.3292
608.3,0.4532,0.212,0.2412,-7.0927,-1.0487,15.731,10.031,29.615,-29.615,-28.1562
608.4,0.4448,0.2105,0.2343,-7.0392,-1.0186,15.689,9.9131,29.431,-29.431,-27.9722
608.5,0.4363,0.209,0.2273,-6.9828,-0.9881,15.645,9.8042,29.255,-29.255,-27.7962
608.6,0.4277,0.2075,0.2202,-6.9365,-0.9573,15.609,9.6973,29.091,-29.091,-27.6322
608.7,0.4189,0.2058,0.2131,-6.8911,-0.9264,15.565,9.5876,28.914,-28.914,-27.4552
608.8,0.4102,0.2043,0.2059,-6.8477,-0.8953,15.521,9.4659,28.723,-28.723,-27.2642
608.9,0.4015,0.2027,0.1988,-6.7887,-0.8644,15.485,9.33,28.525,-28.525,-27.0662
609,0.3929,0.2011,0.1918,-6.7213,-0.8339,15.449,9.207,28.343,-28.343,-26.8842
609.1,0.3844,0.1996,0.1848,-6.6503,-0.8035,15.405,9.0747,28.14,-28.14,-26.6812
609.2,0.376,0.1981,0.1779,-6.5679,-0.7737,15.366,8.9525,27.954,-27.954,-26.4952
609.3,0.3678,0.1965,0.1713,-6.4616,-0.7446,15.333,8.8216,27.766,-27.766,-26.3072
609.4,0.3599,0.1952,0.1647,-6.3425,-0.7162,15.289,8.7226,27.602,-27.602,-26.1432
609.5,0.3523,0.1939,0.1584,-6.2031,-0.6888,15.256,8.6218,27.448,-27.448,-25.9892
609.6,0.3451,0.1927,0.1524,-6.031,-0.6625,15.208,8.5446,27.304,-27.304,-25.8452
609.7,0.3381,0.1915,0.1466,-5.8603,-0.6375,15.179,8.4708,27.186,-27.186,-25.7272
609.8,0.3316,0.1904,0.1412,-5.6509,-0.614,15.139,8.3888,27.045,-27.045,-25.5862
609.9,0.3253,0.1891,0.1362,-5.4555,-0.592,15.112,8.3236,26.94,-26.94,-25.4812
610,0.3195,0.1881,0.1314,-5.2288,-0.5715,15.077,8.2439,26.807,-26.807,-25.3482
610.1,0.3142,0.1871,0.1271,-5.0019,-0.5525,15.065,8.1589,26.696,-26.696,-25.2372
610.2,0.3092,0.1861,0.1231,-4.7767,-0.5351,15.042,8.0908,26.591,-26.591,-25.1322
610.3,0.3046,0.1852,0.1194,-4.5549,-0.5192,15.023,8.0182,26.486,-26.486,-25.0272
610.4,0.3006,0.1844,0.1162,-4.3276,-0.5051,15.006,7.9501,26.389,-26.389,-24.9302
610.5,0.2969,0.1836,0.1133,-4.1091,-0.4924,14.991,7.8867,26.298,-26.298,-24.8392
610.6,0.2938,0.1831,0.1107,-3.8943,-0.4814,14.978,7.8298,26.218,-26.218,-24.7592
610.7,0.2911,0.1825,0.1086,-3.6983,-0.4721,14.972,7.7787,26.152,-26.152,-24.6932
610.8,0.2889,0.1821,0.1068,-3.4949,-0.4643,14.959,7.7273,26.078,-26.078,-24.6192
610.9,0.2873,0.1819,0.1054,-3.295,-0.4583,14.949,7.7104,26.047,-26.047,-24.5882
611,0.2861,0.1818,0.1043,-3.1135,-0.4536,14.951,7.6865,26.022,-26.022,-24.5632
611.1,0.2853,0.1818,0.1035,-2.9437,-0.4501,14.953,7.6723,26.008,-26.008,-24.5492
611.2,0.2848,0.1818,0.103,-2.8026,-0.4477,14.958,7.6661,26.006,-26.006,-24.5472
611.3,0.2849,0.1822,0.1027,-2.6384,-0.4465,14.955,7.6736,26.011,-26.011,-24.5522
611.4,0.2851,0.1825,0.1026,-2.5229,-0.4463,14.986,7.6923,26.068,-26.068,-24.6092
611.5,0.2858,0.183,0.1028,-2.4072,-0.447,14.997,7.6966,26.086,-26.086,-24.6272
611.6,0.2866,0.1834,0.1032,-2.3186,-0.4486,15.025,7.7284,26.155,-26.155,-24.6962
611.7,0.2875,0.1838,0.1037,-2.2472,-0.4507,15.039,7.7448,26.19,-26.19,-24.7312
611.8,0.2888,0.1845,0.1043,-2.1831,-0.4534,15.044,7.7764,26.232,-26.232,-24.7732
611.9,0.2899,0.1849,0.105,-2.1643,-0.4565,15.071,7.8102,26.302,-26.302,-24.8432
612,0.2914,0.1856,0.1058,-2.1323,-0.4598,15.075,7.8276,26.326,-26.326,-24.8672
612.1,0.2932,0.1866,0.1066,-2.1012,-0.4635,15.112,7.8653,26.412,-26.412,-24.9532
612.2,0.2949,0.1874,0.1075,-2.0929,-0.4673,15.151,7.9213,26.521,-26.521,-25.0622
612.3,0.2965,0.1881,0.1084,-2.0923,-0.4713,15.165,7.9676,26.591,-26.591,-25.1322
612.4,0.2983,0.1889,0.1094,-2.082,-0.4755,15.191,8.0083,26.668,-26.668,-25.2092
612.5,0.3,0.1896,0.1104,-2.0928,-0.4798,15.227,8.0405,26.747,-26.747,-25.2882
612.6,0.3018,0.1904,0.1114,-2.0976,-0.4844,15.246,8.0815,26.815,-26.815,-25.3562
612.7,0.3038,0.1912,0.1126,-2.1096,-0.4894,15.269,8.1143,26.88,-26.88,-25.4212
612.8,0.3057,0.192,0.1137,-2.1252,-0.4945,15.296,8.1526,26.955,-26.955,-25.4962
612.9,0.3076,0.1926,0.115,-2.157,-0.4998,15.314,8.1826,27.01,-27.01,-25.5512
613,0.3099,0.1936,0.1163,-2.1497,-0.5055,15.328,8.2158,27.063,-27.063,-25.6042
613.1,0.3125,0.1949,0.1176,-2.1495,-0.5115,15.373,8.2714,27.18,-27.18,-25.7212
613.2,0.3149,0.1959,0.119,-2.165,-0.5176,15.419,8.3306,27.301,-27.301,-25.8422
613.3,0.3175,0.197,0.1205,-2.1745,-0.5241,15.448,8.3839,27.395,-27.395,-25.9362
613.4,0.32,0.198,0.122,-2.2045,-0.5306,15.485,8.4495,27.513,-27.513,-26.0542
613.5,0.3229,0.1993,0.1236,-2.2124,-0.5376,15.516,8.5058,27.613,-27.613,-26.1542
613.6,0.3256,0.2003,0.1253,-2.2482,-0.5449,15.563,8.5699,27.741,-27.741,-26.2822
613.7,0.3283,0.2012,0.1271,-2.2932,-0.5525,15.602,8.6122,27.835,-27.835,-26.3762
613.8,0.3312,0.2023,0.1289,-2.3333,-0.5604,15.627,8.6656,27.925,-27.925,-26.4662
613.9,0.334,0.2032,0.1308,-2.3978,-0.5687,15.661,8.714,28.02,-28.02,-26.5612
614,0.3377,0.2048,0.1329,-2.4,-0.5778,15.697,8.7506,28.103,-28.103,-26.6442
614.1,0.3413,0.2062,0.1351,-2.4229,-0.5874,15.774,8.8198,28.271,-28.271,-26.8122
614.2,0.3452,0.2078,0.1374,-2.4415,-0.5975,15.831,8.8944,28.423,-28.423,-26.9642
614.3,0.3492,0.2093,0.1399,-2.4592,-0.6084,15.894,8.9818,28.596,-28.596,-27.1372
614.4,0.3533,0.2107,0.1426,-2.4867,-0.62,15.96,9.0576,28.759,-28.759,-27.3002
614.5,0.3575,0.2121,0.1454,-2.5204,-0.6323,16.018,9.1278,28.906,-28.906,-27.4472
614.6,0.3619,0.2135,0.1484,-2.5488,-0.6454,16.074,9.1969,29.051,-29.051,-27.5922
614.7,0.3668,0.2151,0.1517,-2.5625,-0.6594,16.136,9.2601,29.195,-29.195,-27.7362
614.8,0.3717,0.2167,0.155,-2.5932,-0.6741,16.196,9.3547,29.372,-29.372,-27.9132
614.9,0.3769,0.2183,0.1586,-2.6236,-0.6897,16.257,9.4287,29.528,-29.528,-28.0692
615,0.3825,0.2202,0.1623,-2.6362,-0.7058,16.325,9.5001,29.687,-29.687,-28.2282
615.1,0.3882,0.2221,0.1661,-2.6542,-0.7222,16.426,9.5876,29.904,-29.904,-28.4452
615.2,0.3943,0.2242,0.1701,-2.667,-0.7394,16.498,9.7049,30.122,-30.122,-28.6632
615.3,0.4007,0.2265,0.1742,-2.6807,-0.7572,16.587,9.8184,30.355,-30.355,-28.8962
615.4,0.407,0.2287,0.1783,-2.7142,-0.7754,16.686,9.9532,30.624,-30.624,-29.1652
615.5,0.4138,0.2311,0.1827,-2.7418,-0.7943,16.775,10.072,30.862,-30.862,-29.4032
615.6,0.4204,0.2332,0.1872,-2.7929,-0.8137,16.871,10.218,31.14,-31.14,-29.6812
615.7,0.4274,0.2356,0.1918,-2.847,-0.8337,16.957,10.338,31.377,-31.377,-29.9182
615.8,0.4346,0.2381,0.1965,-2.8997,-0.8543,17.056,10.468,31.641,-31.641,-30.1822
615.9,0.4421,0.2407,0.2014,-2.9545,-0.8755,17.175,10.59,31.919,-31.919,-30.4602
616,0.45,0.2436,0.2064,-3.0002,-0.8972,17.271,10.752,32.216,-32.216,-30.7572
616.1,0.458,0.2466,0.2114,-3.0496,-0.9192,17.389,10.93,32.556,-32.556,-31.0972
616.2,0.4664,0.2499,0.2165,-3.0805,-0.9414,17.504,11.113,32.898,-32.898,-31.4392
616.3,0.4748,0.2531,0.2217,-3.1417,-0.9637,17.637,11.325,33.295,-33.295,-31.8362
616.4,0.4837,0.2569,0.2268,-3.1877,-0.9862,17.756,11.547,33.687,-33.687,-32.2282
616.5,0.4923,0.2603,0.232,-3.2596,-1.0087,17.904,11.781,34.126,-34.126,-32.6672
616.6,0.5012,0.264,0.2372,-3.3432,-1.0313,18.032,12.005,34.53,-34.53,-33.0712
616.7,0.5101,0.2678,0.2423,-3.4367,-1.0537,18.167,12.242,34.96,-34.96,-33.5012
616.8,0.5194,0.272,0.2474,-3.5168,-1.0758,18.295,12.498,35.401,-35.401,-33.9422
616.9,0.5284,0.276,0.2524,-3.6489,-1.0975,18.441,12.783,35.896,-35.896,-34.4372
617,0.5378,0.2805,0.2573,-3.7559,-1.1189,18.557,13.039,36.323,-36.323,-34.8642
617.1,0.5474,0.2852,0.2622,-3.8634,-1.1399,18.718,13.34,36.855,-36.855,-35.3962
617.2,0.5572,0.2903,0.2669,-3.9597,-1.1605,18.866,13.681,37.417,-37.417,-35.9582
617.3,0.5668,0.2953,0.2715,-4.0969,-1.1805,19.042,14.034,38.026,-38.026,-36.5672
617.4,0.5765,0.3005,0.276,-4.2256,-1.1999,19.208,14.383,38.618,-38.618,-37.1592
617.5,0.5863,0.306,0.2803,-4.3691,-1.2188,19.381,14.757,39.247,-39.247,-37.7882
617.6,0.5962,0.3117,0.2845,-4.5116,-1.2369,19.553,15.153,39.901,-39.901,-38.4422
617.7,0.6061,0.3176,0.2885,-4.66,-1.2542,19.726,15.579,40.59,-40.59,-39.1312
617.8,0.6161,0.3237,0.2924,-4.8,-1.2712,19.916,16.007,41.3,-41.3,-39.8412
617.9,0.6259,0.3298,0.2961,-4.9656,-1.2874,20.076,16.485,42.034,-42.034,-40.5752
618,0.6369,0.3371,0.2998,-5.0439,-1.3035,20.243,16.951,42.762,-42.762,-41.3032
618.1,0.6481,0.3446,0.3035,-5.1167,-1.3196,20.461,17.502,43.647,-43.647,-42.1882
618.2,0.6587,0.3516,0.3071,-5.2455,-1.3353,20.677,18.068,44.546,-44.546,-43.0872
618.3,0.6696,0.3589,0.3107,-5.3481,-1.3507,20.871,18.592,45.371,-45.371,-43.9122
618.4,0.6806,0.3664,0.3142,-5.449,-1.3661,21.099,19.132,46.254,-46.254,-44.7952
618.5,0.6915,0.3739,0.3176,-5.5744,-1.381,21.34,19.664,47.143,-47.143,-45.6842
618.6,0.7022,0.3812,0.321,-5.7063,-1.3957,21.559,20.197,48.008,-48.008,-46.5492
618.7,0.7127,0.3884,0.3243,-5.8472,-1.4098,21.794,20.705,48.863,-48.863,-47.4042
618.8,0.7235,0.3961,0.3274,-5.9822,-1.4233,22.015,21.218,49.706,-49.706,-48.2472
618.9,0.7339,0.4035,0.3304,-6.1415,-1.4363,22.285,21.719,50.593,-50.593,-49.1342
619,0.7448,0.4115,0.3333,-6.2593,-1.4492,22.558,22.199,51.459,-51.459,-50.0002
619.1,0.7563,0.42,0.3363,-6.3466,-1.4622,22.875,22.713,52.415,-52.415,-50.9562
619.2,0.768,0.4286,0.3394,-6.4126,-1.4755,23.232,23.234,53.424,-53.424,-51.9652
619.3,0.7798,0.4373,0.3425,-6.4833,-1.4892,23.595,23.766,54.454,-54.454,-52.9952
619.4,0.7914,0.4456,0.3458,-6.5603,-1.5033,23.946,24.298,55.469,-55.469,-54.0102
619.5,0.8032,0.4541,0.3491,-6.6387,-1.5178,24.275,24.824,56.453,-56.453,-54.9942
619.6,0.8149,0.4624,0.3525,-6.7304,-1.5326,24.61,25.344,57.435,-57.435,-55.9762
619.7,0.827,0.471,0.356,-6.7886,-1.5478,24.938,25.861,58.407,-58.407,-56.9482
619.8,0.8394,0.4798,0.3596,-6.8422,-1.5634,25.279,26.4,59.419,-59.419,-57.9602
619.9,0.8516,0.4883,0.3633,-6.9068,-1.5795,25.597,26.978,60.451,-60.451,-58.9922
620,0.8641,0.497,0.3671,-6.9596,-1.5959,25.912,27.53,61.448,-61.448,-59.9892
620.1,0.8768,0.5058,0.371,-7.0074,-1.6129,26.242,28.1,62.482,-62.482,-61.0232
620.2,0.8897,0.5147,0.375,-7.0505,-1.6304,26.561,28.685,63.521,-63.521,-62.0622
620.3,0.9027,0.5236,0.3791,-7.0975,-1.6484,26.875,29.274,64.561,-64.561,-63.1022
620.4,0.9158,0.5325,0.3833,-7.1409,-1.6667,27.188,29.864,65.598,-65.598,-64.1392
620.5,0.9289,0.5414,0.3875,-7.2012,-1.685,27.504,30.445,66.63,-66.63,-65.1712
620.6,0.9425,0.5507,0.3918,-7.2226,-1.7036,27.815,31.004,67.631,-67.631,-66.1722
620.7,0.9561,0.5599,0.3962,-7.2629,-1.7226,28.141,31.6,68.691,-68.691,-67.2322
620.8,0.9692,0.5686,0.4006,-7.3425,-1.7417,28.435,32.214,69.734,-69.734,-68.2752
620.9,0.9828,0.5777,0.4051,-7.4002,-1.7612,28.7,32.78,70.69,-70.69,-69.2312
621,0.9963,0.5866,0.4097,-7.4663,-1.7815,28.98,33.366,71.687,-71.687,-70.2282
621.1,1.01,0.5954,0.4146,-7.5213,-1.8027,29.25,33.941,72.658,-72.658,-71.1992
621.2,1.0235,0.6038,0.4197,-7.6031,-1.8247,29.526,34.495,73.613,-73.613,-72.1542
